# Produced using StockPerson Data Generator (chapter 3.0)
# https://github.com/bahmanm/stockperson/
# docNo,supplier,date,total,discount,lineNo,product,qty,price,lineAmt
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.281,rwzAiZGLUL,490.63,6433.22,3156356.44
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.282,TVrvfjjeMl,5630.71,6172.73,34756839.68
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.283,ht5O7AJ1TO,2561.26,1432.34,3668590.61
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.284,xMAL5vGFXS,8410.06,4276.23,35963331.44
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.285,w0EnkmEiFt,3582.05,8872.99,31783457.83
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.286,v8eQM7jsOi,1325.99,8195.18,10866755.24
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.287,AVLrzFgfIP,8303.33,5981.49,49666301.03
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.288,K76N56HOd4,3535.98,1525.08,5392664.42
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.289,bVwWToR3KI,5612.45,3663.83,20563058.29
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.2810,0dVLXYMvCw,9659.04,5044.89,48728777.55
JtGIDeusVZ,MTt6UsxvP9,2026-01-25,46.35,14552371422.2811,sjzAyGZKCC,8553.76,3119.92,26687019.80
dNUXEs2Igp,RtSjEonSts,2026-07-28,29.18,5298348623.471,AVLrzFgfIP,58.80,5168.13,303886.67
dNUXEs2Igp,RtSjEonSts,2026-07-28,29.18,5298348623.472,DJxmMjKYbN,5115.07,3710.11,18977468.39
dNUXEs2Igp,RtSjEonSts,2026-07-28,29.18,5298348623.473,rwzAiZGLUL,522.07,6591.45,3441174.83
dNUXEs2Igp,RtSjEonSts,2026-07-28,29.18,5298348623.474,lNkyCF3yG3,8387.81,5574.15,46754915.82
dNUXEs2Igp,RtSjEonSts,2026-07-28,29.18,5298348623.475,2Wdj2YFrNU,1840.40,2900.76,5338565.66
pIX8YQmx1Y,exS8PhxXNg,2027-09-18,4.25,19767285557.641,krF1dWY6qg,6970.23,5126.43,35732400.74
pIX8YQmx1Y,exS8PhxXNg,2027-09-18,4.25,19767285557.642,Qbk5pcKMDw,5486.60,1383.16,7588846.20
pIX8YQmx1Y,exS8PhxXNg,2027-09-18,4.25,19767285557.643,A3ujxXKerI,7836.53,4442.09,34810546.09
pIX8YQmx1Y,exS8PhxXNg,2027-09-18,4.25,19767285557.644,iAvvnticPx,5879.74,6535.72,38428328.00
pIX8YQmx1Y,exS8PhxXNg,2027-09-18,4.25,19767285557.645,Qbk5pcKMDw,4304.02,9863.54,42452899.25
pIX8YQmx1Y,exS8PhxXNg,2027-09-18,4.25,19767285557.646,rwzAiZGLUL,5398.70,8454.96,45645777.07
pIX8YQmx1Y,exS8PhxXNg,2027-09-18,4.25,19767285557.647,k5HzCHp3qG,806.55,2213.51,1785318.97
WEIYNSlEFD,djprxR7DXR,2026-03-16,42.39,2656518051.881,xMAL5vGFXS,8084.99,1944.37,15720195.20
WEIYNSlEFD,djprxR7DXR,2026-03-16,42.39,2656518051.882,Qbk5pcKMDw,6820.45,775.50,5289289.57
WEIYNSlEFD,djprxR7DXR,2026-03-16,42.39,2656518051.883,qz9J0YiDNz,5044.04,240.68,1213995.02
WEIYNSlEFD,djprxR7DXR,2026-03-16,42.39,2656518051.884,3oBdh9pjOL,6985.19,3419.94,23888943.55
X9PHRupZ2e,MTt6UsxvP9,2026-05-21,52.22,5359987743.831,k5HzCHp3qG,2753.61,1695.64,4669131.80
X9PHRupZ2e,MTt6UsxvP9,2026-05-21,52.22,5359987743.832,TScxaCPKG2,78.67,6491.61,510693.40
X9PHRupZ2e,MTt6UsxvP9,2026-05-21,52.22,5359987743.833,OD8tt5lFlK,6185.04,2440.51,15094632.52
X9PHRupZ2e,MTt6UsxvP9,2026-05-21,52.22,5359987743.834,3oBdh9pjOL,4018.40,675.18,2713138.51
X9PHRupZ2e,MTt6UsxvP9,2026-05-21,52.22,5359987743.835,A3ujxXKerI,9846.88,7844.87,77247545.30
X9PHRupZ2e,MTt6UsxvP9,2026-05-21,52.22,5359987743.836,K35Cl1DXrG,1238.66,9643.78,11945394.05
